"date";"sport";"family";"small";"ice";"guid"
"2023-11-22 20:15:00";"112";"110";"42";"0";"86c29a70-e4ca-4e55-8e87-00a268a5e789"
"2024-06-04 16:45:00";"101";"116";"16";"0";"86c36577-d096-49f0-b5f9-c23e4e095062"
"2024-07-05 05:45:00";"0";"0";"0";"0";"86c5a87a-74eb-49e2-b01f-99ebe2f8864b"
"2023-04-02 18:15:00";"110";"126";"20";"135";"86c92de6-ee72-4877-83ae-c57e3c3ab677"
"2024-07-10 12:30:00";"0";"147";"0";"0";"86c940ad-b12f-4170-a249-a4c18269a8ba"
"2023-12-21 13:45:00";"39";"60";"24";"0";"86c9a27e-77ec-4695-91e7-0c900cb07246"
"2023-03-13 09:30:00";"66";"67";"28";"0";"86ca9edd-5aa2-4eb8-8a1a-efdebb5f7b3f"
"2024-02-29 04:45:00";"0";"0";"0";"0";"86cab5c7-72b3-4abe-bdc6-144bd850e018"
"2024-01-25 05:30:00";"0";"0";"0";"0";"86d94970-5f6b-4e1a-8615-5c68a5298445"
"2023-10-02 13:45:00";"56";"76";"1";"0";"86d9850e-a39a-42e9-96c0-870e0c80edc8"
"2023-05-02 06:15:00";"0";"20";"0";"0";"86da05a2-1bfa-43be-9e39-53cea52ca6bf"
"2024-02-01 00:30:00";"0";"0";"0";"0";"86db5879-13c3-4076-9999-22b5e9d22e4e"
"2024-07-18 21:00:00";"0";"98";"0";"0";"86db7c73-a294-473d-be9b-b7581294a907"
"2023-08-02 06:15:00";"0";"16";"0";"0";"86dc4ca1-39bc-4bae-af63-e31a13dd8125"
"2023-03-18 18:15:00";"75";"82";"21";"111";"86dc9ac0-6156-4ad4-b0c2-93042e0d41d2"
"2024-03-01 05:15:00";"0";"0";"0";"0";"86dd81a1-f359-46dc-ab06-65a32ced33cb"
"2024-03-26 10:45:00";"70";"41";"24";"0";"86de5fe3-7d92-4850-9c2e-7798116b889f"
"2023-04-29 16:45:00";"58";"45";"1";"0";"86dfab85-7bd1-4ce2-b1d5-144ba6b570c3"
"2024-02-15 19:00:00";"117";"150";"23";"67";"86dffc4b-6fdc-4834-b8c7-c5e5ded1af47"
"2024-07-10 21:15:00";"0";"94";"0";"0";"86e30968-2a70-4488-ac9e-af6e37736eee"
"2024-06-16 04:45:00";"0";"0";"0";"0";"86e77bb4-9947-456d-b1fa-6da100f0cf61"
"2023-10-08 07:15:00";"34";"44";"20";"0";"86e9af4a-141f-450b-b7a2-1e5ab5896c66"
"2023-06-04 19:30:00";"52";"77";"20";"0";"86ebe8d7-1707-44ad-845d-db2065cecc2f"
"2024-08-13 21:15:00";"0";"56";"0";"0";"86ec870d-eab7-4c1d-afcc-b15f0c459e51"
"2023-10-23 11:30:00";"51";"74";"15";"0";"86ed1b87-4230-45e2-a916-738c4426d692"
"2024-08-12 18:15:00";"0";"146";"0";"0";"86ed5314-7c58-4acd-8f52-7aed73c3e5ef"
"2024-04-08 22:45:00";"0";"0";"0";"0";"86ed6be9-9313-4d02-87bc-49fea9c5bf73"
"2024-01-29 10:15:00";"74";"78";"24";"0";"86edad3f-2415-48e9-9bcf-eedfd40d3e33"
"2024-05-30 07:15:00";"0";"0";"0";"0";"86efa030-ec24-455c-8550-7aaff0a6d210"
"2024-08-12 15:30:00";"0";"82";"0";"0";"86f04d33-3f6e-4d69-9fda-39793ace6db0"
"2024-06-01 23:00:00";"0";"0";"0";"0";"86f0cb16-db5e-4066-b3ce-dd301962631f"
"2024-05-13 12:15:00";"53";"50";"4";"0";"86f18b6f-6668-4230-afb7-8425884ada91"
"2023-12-26 14:45:00";"0";"0";"0";"85";"86f278f4-e41f-49a1-893e-5ecb176f405d"
"2024-05-05 07:00:00";"28";"52";"10";"0";"86f3de7d-1682-42dd-b632-0f48ab0a8b05"
"2024-04-08 08:00:00";"36";"17";"22";"0";"86f3e541-16a7-474b-b9a7-f2d74507532e"
"2023-05-01 12:00:00";"0";"78";"0";"0";"86f4ae51-27aa-4bbe-adee-46587b72839e"
"2024-07-23 09:30:00";"0";"96";"0";"0";"86f4eb5f-4bd4-45a3-935f-6eb439d1fbe3"
"2023-05-17 12:45:00";"41";"85";"18";"0";"86f67f95-dd6b-4ddd-8235-114e24f00f11"
"2023-03-09 08:45:00";"0";"68";"23";"0";"86f6d3f5-1b02-47bc-a7b4-52c160628a29"
